Id,OwnerUserId
51974383,6196841.0
52057408,3602058.0
52093232,2538530.0
52001694,9824070.0
52126065,1634263.0
52070247,4658678.0
52105225,3707555.0
51991404,6872018.0
52090842,6676972.0
52058409,10284829.0
51962515,1107129.0
52081388,168048.0
51953109,8627030.0
52051459,995781.0
51988439,5486116.0
52023726,292291.0
52011686,10271236.0
52098061,6507405.0
51986244,4346275.0
51980596,8868505.0
51944296,1197804.0
52125150,4469944.0
51999232,8655052.0
52076009,8274092.0
51965342,6899919.0
52008034,1928337.0
52057828,1667584.0
51950785,3465318.0
51946603,6677551.0
52062284,5798891.0
52104915,8042095.0
52099128,10285933.0
52011129,7762785.0
52097737,6566294.0
51953129,10255841.0
51996128,5207332.0
52031350,10277547.0
51976057,139698.0
52041354,6621807.0
52098392,3393354.0
51942114,7739760.0
51982133,6899919.0
51993175,6872018.0
52092546,1854083.0
50527363,9774735.0
50598938,9684016.0
50584687,4486280.0
50686734,5123722.0
50677506,3612242.0
50583823,1776268.0
50645878,8054579.0
50635469,2040540.0
50563413,649605.0
50555353,3673633.0
50629814,962746.0
50663047,3907459.0
50531553,5165118.0
50651256,139698.0
50566406,7124676.0
50700178,7290033.0
50628676,4471919.0
50647694,1638590.0
50653819,9884076.0
50688223,3205479.0
50678338,2345933.0
50697247,9706058.0
50552293,3903417.0
50672490,3184308.0
50707566,9706058.0
50562495,2077788.0
50673143,4284622.0
50506101,7597158.0
50702676,3732480.0
50571546,9860160.0
50627087,1736601.0
50634072,1611996.0
27116051,4047904.0
26975640,341177.0
27054162,2803135.0
27007353,4009451.0
27347820,2188014.0
26866479,1509755.0
26705784,127320.0
26706240,127320.0
26800452,2824333.0
26854986,1387421.0
49861169,3620559.0
49817769,2766417.0
49818943,9640403.0
49683432,5457533.0
49793326,5268774.0
49880941,3253853.0
49771449,4370901.0
49843956,9648836.0
49709956,2292326.0
49848942,9556049.0
49809651,175057.0
49708997,9495775.0
49849813,9131586.0
49823345,805970.0
49875284,3253853.0
49777963,6460216.0
49836268,6093604.0
48841121,5900555.0
48824086,5246052.0
48966893,7337938.0
48840474,2781389.0
48833778,2403526.0
48873507,7337938.0
48869041,117700.0
48850386,9376319.0
48959272,7595191.0
48962157,6508244.0
48984289,1885419.0
48909754,2508038.0
48983199,2320335.0
48949396,8838143.0
48836908,5099097.0
48961984,2443879.0
49000291,5701606.0
48942153,2224344.0
48912603,1387080.0
48980066,1928337.0
48979234,2595859.0
48882829,7337938.0
48961000,5705247.0
48993781,1613902.0
49013500,3342427.0
48984610,2902605.0
49021899,4266570.0
48914388,8808456.0
49026008,8231671.0
48925813,7431823.0
48835919,7101706.0
48838101,2861312.0
48934158,5007657.0
49019203,199684.0
48906817,5705247.0
48971368,5705247.0
48963386,2750505.0
49004413,6224798.0
48921774,5705247.0
48949794,9401863.0
48863771,6242317.0
48956086,8585609.0
48900551,5705247.0
48861926,5705247.0
27865814,2236664.0
27838280,4064296.0
27752201,3451235.0
27723156,3527207.0
27865238,2858871.0
27790905,3477712.0
27839789,312586.0
27891019,355742.0
27857790,445572.0
47133571,1224482.0
47269095,8387423.0
47236551,701829.0
47318596,7949022.0
47129599,2759366.0
47312403,5701606.0
47162798,6266521.0
47324184,1645230.0
47324935,8735568.0
47145930,1526119.0
47224077,8735568.0
47271002,8158171.0
47319604,7520864.0
47119752,2655756.0
47311911,1202726.0
47265946,8735568.0
47163923,2446799.0
47143597,3945085.0
47275278,7827582.0
47181503,8407472.0
47287743,4830250.0
47314410,3890902.0
47330878,3218618.0
47304927,7364015.0
47196334,1348107.0
47202936,7175427.0
47282162,4074186.0
47191332,8093707.0
47295217,2325154.0
47146939,998692.0
47335455,117700.0
47296131,611437.0
47258026,2044343.0
47276560,1508189.0
47228231,1712880.0
47184194,5424566.0
47329630,1668069.0
47178056,8881119.0
47309649,5772498.0
46464455,2149414.0
46321751,7387700.0
46308297,6806646.0
46434569,1987258.0
46334096,936305.0
46333428,3475216.0
46283367,3153769.0
46390552,7574116.0
46333040,4087691.0
46386326,1042646.0
46263443,3585050.0
46315996,4610451.0
46453981,6382602.0
46311488,6716610.0
46462610,1405511.0
46453447,3066788.0
46370014,7926795.0
46388219,771061.0
46377039,1553519.0
46425554,4252764.0
46343630,7680381.0
46364880,1667880.0
46329712,763398.0
46321680,4137300.0
46291406,2442190.0
46432262,6225547.0
46404449,1651778.0
46471625,590459.0
46451544,5721304.0
45526675,7887295.0
45413309,8123203.0
45441593,1854345.0
45396642,3877872.0
45528718,3877872.0
45530657,921054.0
45550556,1677909.0
45468971,252579.0
45489456,902396.0
45431599,2239843.0
45420766,5390183.0
45424413,6256287.0
45538292,3739116.0
45467995,4962437.0
45559979,5219482.0
45363163,2396010.0
45554704,6586594.0
45533748,2589030.0
45380558,6095381.0
45412334,1340439.0
45579511,1667188.0
45453061,765964.0
45449806,8371788.0
45498517,8024812.0
45515650,1845593.0
45551966,1660075.0
45542936,568844.0
45484451,6255699.0
45400096,3222249.0
45398103,3022127.0
45524591,7929017.0
45546510,5479655.0
45534252,1247777.0
45374744,1235354.0
45474338,1493808.0
45371705,1197804.0
45426194,1715584.0
45510905,5506061.0
45390260,3218618.0
45486658,341311.0
45547556,301957.0
45567201,8081281.0
45544777,2750476.0
24787801,455553.0
25824957,683077.0
25812816,459185.0
35315679,3191309.0
35314963,5902017.0
35329128,5437796.0
35304113,2241463.0
35264620,3572717.0
35348080,260511.0
35379246,770950.0
35267071,4886861.0
35361819,1976429.0
35324974,1100135.0
35409492,2028135.0
35286730,5902017.0
35368503,4134826.0
35223505,1340582.0
35289988,636472.0
35381163,4335622.0
42822348,1622551.0
42810364,6752498.0
42741917,5483488.0
42836979,2849613.0
42769855,4220846.0
42651456,3868848.0
42674145,4473711.0
42648060,6873797.0
42816444,5398105.0
42641804,6312516.0
42788267,5964524.0
42667203,885203.0
42642688,921335.0
42630302,1575362.0
42691892,4684766.0
42711116,1188137.0
42653725,3831934.0
42778151,322988.0
20693516,529187.0
25600580,348545.0
25595492,355401.0
36291878,342534.0
36152538,5755581.0
36176403,2721773.0
36307211,218635.0
36285239,710817.0
36265833,2119522.0
36197572,1036494.0
36188740,672246.0
36318795,1042646.0
36174288,2771818.0
36144330,2483271.0
36272482,455553.0
36137802,3517383.0
36157778,6094437.0
22513893,2868740.0
30915043,4011845.0
30908725,2968101.0
30991404,442008.0
30995669,2968101.0
30908112,540339.0
30910817,1138353.0
30800908,2149851.0
29148547,4194831.0
29117570,317384.0
29128437,3303215.0
29303048,317384.0
34722107,2962149.0
34586306,1862487.0
34652782,394278.0
34730542,639172.0
34525969,1925189.0
34676168,4189441.0
34660949,1584951.0
34640611,837173.0
34637868,1267131.0
34578641,4064296.0
34604106,3510933.0
34534079,2217011.0
34526251,4021836.0
34593341,4189441.0
34575783,4189441.0
35555602,4226056.0
35501600,5097551.0
35613841,321946.0
35632607,4317945.0
35617996,2028135.0
35465175,4746930.0
35549233,5755581.0
35441660,2585494.0
35589045,1340582.0
35531784,1828162.0
35589008,1340582.0
35639882,913622.0
35585519,5043003.0
35600997,3731014.0
39866282,1739895.0
39888480,1743843.0
39920488,401025.0
40010594,6012980.0
39981115,105678.0
39888380,1302488.0
39916051,2558023.0
40044128,4469944.0
39990666,5099041.0
39941660,0.0
39982623,2737240.0
40068318,1939589.0
39876079,6523944.0
39967784,1157070.0
39956391,4340987.0
40068013,564490.0
40034001,184773.0
39936184,3886641.0
40036030,1662570.0
40058568,4088940.0
40081965,2201868.0
40082248,685091.0
39891218,2009079.0
39913816,6825250.0
39998701,4324880.0
39932500,6750653.0
29924248,399113.0
30000824,1326627.0
30053782,2968101.0
29888108,3894414.0
30027545,3663974.0
33926707,1196369.0
34023438,2135094.0
34043861,2356907.0
33881958,5592111.0
33952306,2968101.0
34020234,2112409.0
34049118,87796.0
33869866,3947391.0
22987482,3518968.0
30648139,2554190.0
30739851,2410065.0
30583466,609440.0
30613574,2205763.0
30772774,3602683.0
30649582,180253.0
30621628,4101793.0
30732982,648325.0
30648096,444583.0
34402406,639172.0
34376576,2086806.0
34341322,4049525.0
34424706,4499414.0
34502682,1044417.0
34316241,526390.0
34498033,5682222.0
34450732,458870.0
34439201,413537.0
34357893,2180959.0
34406896,2038901.0
34301614,5043003.0
34503547,4344538.0
34295221,4207875.0
34442192,5700967.0
38471362,2680392.0
38504315,5318874.0
38576865,2272439.0
38511443,852001.0
38614201,1572028.0
38508387,4710796.0
38687434,2903188.0
38647186,1383163.0
38629740,5985566.0
38554037,310648.0
38565470,6593794.0
38615132,737629.0
38492388,1042646.0
38627025,4664675.0
38492639,3345282.0
38633023,6544712.0
38629237,3547851.0
38507565,5712607.0
38480000,699426.0
38466167,4535097.0
27489124,257535.0
27470721,43365.0
45626777,297115.0
45622414,3837778.0
45766604,892628.0
45698451,2239843.0
45789168,8459156.0
45771097,7738040.0
45626670,7035592.0
45637090,1075289.0
45771237,7652010.0
45735971,1147536.0
45630225,3768028.0
45695032,260511.0
45655728,8372287.0
45782033,568844.0
45666983,7637321.0
45648115,589490.0
45661006,4877440.0
45667346,1079877.0
45776238,6723763.0
45629284,3609849.0
45597395,8286947.0
45794390,7731375.0
45779616,6546074.0
45682321,3457177.0
