Id,ParentId,OwnerUserId
49863828,49861169,983476.0
49863909,49843956,983476.0
49880263,49809651,13203.0
49794997,49793326,9485673.0
49687595,49683432,2900196.0
49820030,49818943,2532578.0
49836561,49836268,6337748.0
49868988,49836268,91403.0
27296360,26975640,151350.0
27349520,27347820,621366.0
27192661,27054162,3042204.0
27284232,25595492,4316489.0
27286534,25595492,3724237.0
47134244,47133571,1224482.0
47147203,46934916,6070462.0
47147286,34503547,6070462.0
47147639,47146939,3236440.0
47149088,47129599,4682632.0
47164159,47163923,492773.0
47171453,47162798,5483526.0
47197102,47184194,927493.0
47197712,47196334,6210973.0
47236471,47228231,620288.0
47249382,47202936,832725.0
47258699,47258026,5311317.0
47262539,47236551,1275007.0
47271551,47271002,3381181.0
47272817,47271002,3390417.0
47276080,47265946,6469772.0
47276112,47265946,3800170.0
47276206,47265946,5813801.0
47294130,45579511,6357920.0
47300537,47296131,4033292.0
47309766,47296131,2300013.0
47309774,47309649,569864.0
47313136,47312403,6650475.0
47315570,47314410,6226790.0
47319714,47319604,8948102.0
47321989,47311911,324157.0
47323502,47318596,1773866.0
47324387,47319604,2575224.0
47201212,47196334,1426227.0
47291511,47287743,8934020.0
47295268,47295217,4916026.0
47313279,47311911,54734.0
47325102,47324935,471481.0
47331230,47330878,7225085.0
47120463,47119752,18627.0
47146063,47145930,1490322.0
47146544,47143597,8896222.0
47174954,47162798,5766732.0
47197911,47191332,3950370.0
47256324,47224077,6469772.0
47269228,47269095,4592665.0
47287935,27007353,1911306.0
47306089,47304927,2575224.0
47334344,47329630,56018.0
47166862,47162798,2448829.0
47182077,47181503,1707520.0
47309683,47304927,2300013.0
47146608,47143597,1771073.0
47182866,47181503,4284706.0
47258433,47258026,1390678.0
47278389,47275278,29470.0
27727702,27723156,3724237.0
27790540,27752201,3477712.0
27825884,27790905,3477712.0
27874244,27857790,2425939.0
27845584,27839789,528726.0
27865893,27865238,41423.0
27878112,27865238,412763.0
27727931,27723156,1189885.0
27846674,27839789,956786.0
27877969,27865814,412763.0
27815639,27790905,18122.0
27838615,27838280,3748349.0
27840731,27839789,1612849.0
48826961,48762736,8755083.0
48837504,48833778,7803650.0
48845752,48841121,7803650.0
48853591,48791411,2863995.0
48860178,48833778,1987266.0
48871560,48791411,2587036.0
48872233,48863771,7369238.0
48872252,45776238,3902270.0
48872632,40880443,7054212.0
48878242,37854185,1462282.0
48880875,48824086,6446027.0
48892469,48799257,2901325.0
48899206,48438747,1954744.0
48899381,48438747,5816337.0
48899653,48030343,1954744.0
48902356,48900551,5766732.0
48902389,48824086,5246052.0
48915328,44692442,3567935.0
48925210,48921774,5766732.0
48925896,48925813,6237026.0
48926319,48925813,3570659.0
48930424,48909754,1466825.0
48941628,48934158,3342866.0
48943093,48934158,6375498.0
48944891,47793065,7334835.0
48948969,48942153,1017868.0
48951244,42651456,2182670.0
48954559,48949794,5641244.0
48955317,48791411,7417402.0
48961173,48961000,7803650.0
48970814,48966893,7803650.0
48971631,48942153,8537987.0
48973904,36137802,8788071.0
48979837,48979234,7803650.0
48985471,48983199,8307755.0
48986864,48956086,3680662.0
48998311,48993781,93960.0
49003694,48971368,1987266.0
49019068,49013500,352051.0
49021834,49019203,7803650.0
49021966,49004413,7803650.0
49022920,49019203,1987266.0
49026693,49026008,3342866.0
49028906,49021899,3402502.0
48827138,48792602,7369238.0
48827847,48808722,3156004.0
48830059,48803038,2721139.0
48842346,48838101,54734.0
48857114,48791411,1181621.0
48864535,48835919,484222.0
48937358,48824086,9052489.0
48962438,48961984,2692083.0
48980131,48980066,1549165.0
48981696,48959272,1382872.0
49000560,49000291,2692083.0
48835900,48805353,6679072.0
48846788,48840474,9223839.0
48862394,48861926,2575224.0
48887041,48863771,4473232.0
48915546,48914388,1240518.0
48920237,48912603,3342866.0
48962652,48962157,1911196.0
48969995,48962157,6679072.0
48970918,48963386,7803650.0
48984673,48984610,1531124.0
48984966,48984289,5635635.0
49000580,49000291,592817.0
49005935,47017875,2817980.0
49016840,49013500,6772373.0
49024819,49013500,731178.0
48826291,48805353,7369238.0
48841528,48836908,2855738.0
48849080,48838101,2575224.0
48878677,48869041,1987266.0
48966729,48961984,7369238.0
48971416,48949396,2750505.0
48854696,48850386,7369238.0
48842777,48838101,324157.0
48830338,48805353,7369238.0
48890916,48869041,6758786.0
26706637,26706240,27898.0
26731682,26705784,200237.0
26800645,26800452,4221344.0
45362886,45325062,832671.0
45365472,45363163,921335.0
45365725,45363163,2371715.0
45366448,45174699,5557273.0
45368912,45167593,5904022.0
45381640,45380558,6095381.0
45383304,40234243,3834036.0
45383478,45374744,3834036.0
45391151,45390260,2300013.0
45398455,45398103,1549165.0
45400169,45400096,773113.0
45400267,45400096,2599657.0
45416670,45413309,2300013.0
45421618,45420766,2448829.0
45421864,43612866,3330348.0
45424588,45424413,3018068.0
45435492,45420766,569662.0
45446769,39126454,810830.0
45447258,45431599,4317279.0
45461078,45449806,8405585.0
45472930,45426194,240342.0
45479696,44610425,17832.0
45490985,34790550,1299267.0
45491486,34722107,7145901.0
45499511,45498517,1549165.0
45506085,45468971,5766732.0
45509098,45484451,2300013.0
45526841,45526675,2328781.0
45527025,45526675,8380917.0
45533292,45528718,2979749.0
45533818,45533748,997958.0
45534475,44482448,5213999.0
45539606,45538292,5384363.0
45540395,45533748,2979749.0
45542189,45526675,2798291.0
45553062,45551966,5040443.0
45553269,45551966,1364288.0
45561287,33881958,7150223.0
45562723,45538292,5810894.0
45566738,45554704,3986759.0
45569462,45498517,2918963.0
45579384,45542936,33708.0
45453138,45453061,1531124.0
45500187,39154613,1259109.0
45559386,45544777,4989284.0
45379794,45371705,7959661.0
45400394,45400096,979349.0
45411638,45400096,8392624.0
45469932,45467995,6896299.0
45539661,45538292,4950528.0
45546649,45546510,301607.0
45552269,45551966,6244560.0
45565616,45486658,683327.0
45566801,45550556,5946937.0
45401416,45398103,2979749.0
45484423,45468971,2448829.0
45489392,45474338,151084.0
45497067,45489456,1754709.0
45567957,45567201,4912329.0
45453646,45453061,2541560.0
45533782,45530657,5951133.0
45541784,45538292,683327.0
45429920,45396642,2979749.0
45443991,45441593,1364771.0
45570252,45510905,5314440.0
46263488,46263443,1838804.0
46287578,46244677,4325141.0
46302494,46283367,1331539.0
46302759,40856925,1331539.0
46306088,35135884,3391371.0
46314505,46308297,4495081.0
46315343,46180957,7728822.0
46318199,41008507,2878746.0
46320528,45990451,3046683.0
46322779,46321680,4745807.0
46328132,46311488,8622724.0
46346096,46334096,7959661.0
46359792,46333040,4711184.0
46360415,46333040,5152338.0
46365006,46364880,1045142.0
46365028,46364880,4268599.0
46398450,46329712,5343790.0
46398770,37180375,5120986.0
46441915,38071714,3568626.0
46442684,46432262,2575224.0
46443292,46432262,4128470.0
46444025,46321751,2906198.0
46451645,40900818,1087479.0
46472963,46471625,2575224.0
46265798,46244677,8622724.0
46287428,46283367,4325141.0
46303808,46283367,8079754.0
46316662,46315996,1331539.0
46316993,46311488,1331539.0
46317243,46311488,2087640.0
46334349,46283367,8456816.0
46354698,46343630,832671.0
46386504,46386326,7122593.0
46392124,46390552,3507435.0
46425459,45847796,3092159.0
46461962,46451544,2575224.0
46464593,46464455,3084632.0
46467620,46464455,1331539.0
46472849,46453981,7959661.0
46474871,46453447,8553862.0
46337673,46333428,1331539.0
46379860,46377039,6603816.0
46450735,46388219,8132493.0
46294086,46291406,2575224.0
46316588,46315996,5766732.0
46464911,46462610,4362652.0
46451037,46434569,327101.0
25156052,22513893,3477712.0
24789761,24787801,1620636.0
24830938,24787801,455553.0
42631718,42571279,6679072.0
42633198,31044380,1238839.0
42634152,36265833,1238839.0
42635824,37936588,1238839.0
42636114,31046924,1238839.0
42639121,42546246,7651883.0
42641917,42641804,3801345.0
42642604,42641804,1091026.0
42667855,42486386,5288679.0
42670371,42651456,3868848.0
42676425,42674145,4473711.0
42683753,34158847,3279163.0
42694564,39540366,928451.0
42695657,42691892,1277048.0
42705169,42332737,7489353.0
42715091,39450504,799275.0
42722392,42595302,5281340.0
42727326,42608033,953770.0
42728725,42711116,4852187.0
42734113,31044380,2587036.0
42740529,40448015,5281340.0
42766620,41783704,2105414.0
42807097,42788267,2833802.0
42830426,42816444,100957.0
42834873,42816444,7721321.0
42836701,40448015,1270870.0
42837345,42061684,1270870.0
42614163,42562820,1863190.0
42639769,31046924,5153594.0
42660633,42653725,7579796.0
42680067,42667203,2277627.0
42732552,42648060,5834477.0
42810767,42810364,613198.0
42811377,42810364,1315176.0
42657225,42653725,455553.0
42838255,42836979,1659476.0
42657205,42105805,2903646.0
42660372,42630302,6896299.0
42780042,42778151,2575224.0
42618008,42611968,5867722.0
43803983,42843777,3814138.0
43804186,35179495,5097393.0
43804547,39601492,5097393.0
43817759,43350853,69150.0
43835256,42311050,3018627.0
43836979,43814764,7426.0
43838917,39020065,7978269.0
43841971,43835206,2575224.0
43846465,43396744,2600522.0
43862221,43850359,685091.0
43881693,43870576,7803650.0
43888586,43661844,993417.0
43923849,43910795,2575224.0
43928863,40574379,2962667.0
43930215,43927492,1445898.0
43940980,43927492,6679072.0
43944971,43941794,6452097.0
43951220,43607751,2000823.0
43952696,43927492,4859404.0
43960290,43950808,5557256.0
43960712,43927492,7994586.0
43960829,43814764,7994586.0
43960926,43674924,7994586.0
43973101,41618538,601493.0
43974835,43636544,8012737.0
43761624,43593778,2519577.0
43816774,43814764,2575224.0
43855915,43850359,6679072.0
43906384,43892712,6998715.0
43927835,43896718,7803650.0
43951308,43950808,1876739.0
43944652,43943033,7803650.0
43959688,43950808,7803650.0
43951363,43950808,1445898.0
43985329,43983286,6452097.0
43777757,43763418,7961735.0
43789866,43785728,7803650.0
43850855,43850359,5766732.0
43942983,43939970,5557256.0
43927774,43926591,7803650.0
43823135,43821553,4906730.0
43871245,43870576,4445516.0
49885639,43763479,3625317.0
49891657,46131443,9661982.0
49905269,49901574,9664896.0
49910569,49910421,8600103.0
49937367,48824086,6814073.0
49945873,49944789,54734.0
49958509,49953536,1615594.0
49971583,49931495,3836941.0
49976763,49973699,9661066.0
49980131,49980008,174843.0
49983187,49980008,527813.0
49992546,49990620,54734.0
50001010,50000445,4603538.0
50005377,42332938,213725.0
50016031,50006860,7369238.0
50016178,50010287,2575224.0
50017533,37711051,2549398.0
50021390,37711051,1987266.0
50023027,50006750,1987266.0
50035567,50035311,0.0
50036590,49922136,2366166.0
50042116,50041559,54734.0
50056503,35289988,0.0
50057076,50051429,9302325.0
50064429,50064156,9630106.0
50066509,50066231,5235392.0
50066573,36573857,7731848.0
50068828,49579074,9302325.0
50080632,47050984,8128433.0
50081486,50041559,187195.0
50084521,49880941,9705485.0
49925428,49925171,2756547.0
49928390,49925171,5965430.0
49949187,49931495,4690866.0
49993084,49992237,1304519.0
49994074,49992237,603316.0
50008846,49992237,8359632.0
50067734,50067214,932728.0
50074727,50074667,1408868.0
49881877,49880941,1235935.0
49887724,49887495,5761558.0
50016440,50006750,2575224.0
50017078,35772518,6183282.0
49986434,49985156,54734.0
49903572,49890971,3122083.0
50077880,50076257,2448829.0
49910496,49910421,2584754.0
49973762,49973699,5728991.0
50028843,50025857,54734.0
49910492,49910421,342852.0
43531327,43313424,372019.0
43543116,43532494,2210035.0
43543184,43532494,18591.0
43544890,43532494,24069.0
43545184,43545080,7682767.0
43568821,43568325,2575224.0
43570283,27865238,129795.0
43573771,43529266,1663462.0
43581933,43545080,2014334.0
43583668,43568325,7803650.0
43589761,29888108,1070291.0
43608013,42140285,986160.0
43609534,43609390,201722.0
43618284,43612866,7803650.0
43619284,43238799,6595740.0
43639611,43282528,3965249.0
43645682,43350278,3218267.0
43650469,43378986,4664543.0
43662716,43657535,688665.0
43668553,43664192,2197837.0
43671406,43660545,7803650.0
43671659,43639036,7803650.0
43690226,43674924,7803650.0
43700964,43700905,819340.0
43701003,43700905,657237.0
43704015,43700905,2801687.0
43704153,43689879,1062217.0
43727481,43088918,5043003.0
43752634,40856925,7508847.0
43756153,43753039,1020838.0
43536553,43502357,151350.0
43545167,43545080,3872068.0
43553143,43552529,1246623.0
43577928,43567411,7038809.0
43594895,43584079,7803650.0
43683096,43682155,2575224.0
43697450,43689879,5757027.0
43701589,43700905,7803650.0
43739159,42642688,5314440.0
43549005,43538070,7803650.0
43659271,43313424,441902.0
43660268,43617787,5965430.0
43660856,43659872,103190.0
43665378,43665011,2294168.0
43678849,43655652,4234922.0
43721451,43721197,2197837.0
43590429,43559197,1070291.0
43643693,43636544,4275342.0
43637941,43633659,2575224.0
35228303,35223505,1919879.0
35315467,35314963,192729.0
35318721,35286730,5726587.0
35362513,35324974,5902456.0
35367479,35361819,707458.0
35379622,35379246,1726192.0
35379769,35379246,3117838.0
35391820,35314963,5902017.0
35419378,35409492,5834477.0
35321980,35315679,1376205.0
35369492,26616962,617964.0
35379287,35379246,1393496.0
35401130,35381163,225022.0
35422602,35267071,3977402.0
35267050,35264620,3572717.0
35300778,28572202,2581592.0
35379538,35379246,5738152.0
35329264,35329128,4812613.0
35348758,35348080,525378.0
36174809,36174288,1032085.0
36195313,36188740,489764.0
36199883,36197572,1496062.0
36211765,36188740,6111921.0
36280486,36265833,619189.0
36281348,35113957,1853171.0
36313075,36307211,218635.0
36140619,36137802,2862892.0
36159330,36152538,1925481.0
36185177,36176403,657427.0
36198194,36197572,3568957.0
36211690,36157778,4849191.0
36287423,36285239,15754.0
36353333,36318795,870769.0
36150093,36137802,151350.0
36185419,36157778,2675922.0
36253555,27007353,1294878.0
36264400,36157778,5066066.0
36204646,36197572,5788941.0
36214004,36157778,6077549.0
36273723,36272482,2756547.0
36231241,36116835,1195908.0
32661253,32093067,3653449.0
32839956,31104540,5387947.0
32866501,32863771,1807118.0
32719193,32715464,3146801.0
32751314,32750861,5369936.0
32865020,32863771,3146801.0
32743085,32741333,605153.0
32831549,32831192,2448829.0
32838800,32838312,710005.0
41469762,37150273,6428091.0
41493226,37897876,6205025.0
41493335,41492081,256618.0
41564363,37727820,4623280.0
41646377,41516276,6451334.0
41652757,41636566,138553.0
41655295,40564979,2797307.0
41659946,41655915,138553.0
41673406,41672971,6173350.0
41678100,41661858,6077549.0
41471825,41293238,4106392.0
41576040,41566244,3625317.0
41652982,41631842,138553.0
41581114,41556946,2125973.0
41642420,41640621,2776504.0
41649190,41640621,495719.0
41652720,41433856,4883718.0
41662042,41661858,361100.0
41652401,41640621,138553.0
41656651,41624628,138553.0
41475346,41445442,138553.0
41577104,41548676,7400635.0
41624699,41624628,1147141.0
39672906,39450504,2344607.0
39687196,39672919,4107781.0
39692633,39686227,201306.0
39698276,39690572,266254.0
39703004,39672919,1177772.0
39722080,39721791,1531124.0
39722851,39721791,219187.0
39723861,39721025,4323978.0
39723870,39690815,2026293.0
39724647,32534401,4323978.0
39726613,39721025,6782200.0
39727929,39721791,329660.0
39743917,39742117,5613927.0
39745310,39741506,437879.0
39766451,39764239,2108278.0
39774675,39617171,2461073.0
39810075,39686804,6906571.0
39845346,39683166,6919187.0
39697158,39696697,1306679.0
39767357,39763013,895667.0
39639381,39591223,6782200.0
39743983,39742117,93960.0
39841944,39839881,6736784.0
39806514,39791667,219187.0
39660021,39658735,6380313.0
39686991,39686227,256618.0
39841785,36461493,5043003.0
46928741,35617996,2739810.0
46941975,46936582,7959661.0
46944861,46934916,6469772.0
46947465,46947124,5333643.0
46953531,46934916,4623280.0
46957478,46949073,4128470.0
46962195,46961616,8016720.0
46968648,46947956,4623280.0
46968837,46949073,159446.0
46971441,46947956,7332364.0
46977615,45757001,8533110.0
46979111,46975781,6785908.0
46998073,46997840,5271969.0
47026529,47013636,832671.0
47036525,46782161,3479734.0
47042375,47042162,271415.0
47042416,47042162,8016720.0
47048952,47023636,4458510.0
47049199,46014427,6786689.0
47066688,44392569,4926096.0
47089553,47089196,2152061.0
47096181,47061556,4054447.0
46924477,46924175,1153885.0
47021549,47020319,54734.0
47025601,47020906,1236217.0
47059635,47058984,2756547.0
47070280,47069673,233598.0
47079513,47049241,6380313.0
47107482,47089196,2575224.0
46962046,46786169,1366326.0
46975976,46975781,563158.0
47015645,47007159,7011701.0
47055083,47050984,2190807.0
47076110,47061556,1315176.0
47062115,47061556,1834562.0
47077453,47077380,587406.0
47039564,47020319,329660.0
46961090,46956866,542757.0
47017944,47017657,6413377.0
39858845,32534401,1092350.0
39860939,39848800,623894.0
39868267,39866282,1739895.0
39884905,39852947,5613927.0
39909391,39891218,4469944.0
39921535,39920488,1067260.0
39941417,39788745,1517410.0
39955857,39936184,6782200.0
39977883,39967784,2461073.0
39978519,39967784,5028275.0
39978590,39888480,51560.0
40006545,30213456,6706819.0
40010622,39990666,63074.0
40022565,40010594,1387612.0
40026427,39956391,4340987.0
40048703,35065875,105456.0
40053599,40036030,623894.0
40068679,40068318,1939589.0
40069723,40058568,2461073.0
39914839,39913816,284538.0
39998895,39990666,808278.0
40044489,40044128,4552718.0
40081264,39591223,510615.0
39892128,39888380,6019685.0
39951172,39941660,623894.0
39876332,39876079,150868.0
39916187,39916051,1729795.0
39958707,39668149,2152061.0
40007817,39982623,325742.0
40034925,40034001,1152738.0
40068315,40068013,6309.0
39942425,39941660,3740914.0
39870808,39839881,3748349.0
39981369,39981115,63074.0
28391367,28387907,151350.0
28566586,28565187,950147.0
28388185,28387907,825158.0
28501714,28500066,1240557.0
28578640,28572202,542270.0
41714650,41636566,7415032.0
41745829,41745636,2380952.0
41747040,41746212,1150795.0
41750133,41749456,7138517.0
41751488,40734086,309797.0
41769865,41739975,138553.0
41770951,40586946,6357613.0
41777259,41776814,4074859.0
41780941,41672971,5446671.0
41807231,33680497,3620833.0
41814134,41814001,194175.0
41817211,38739188,3025825.0
41829479,29303048,452090.0
41837882,41837637,4883718.0
41843358,41756234,5446671.0
41854051,41853686,1035468.0
41890963,41880229,5946937.0
41758119,41747165,1062217.0
41781988,41779458,1018659.0
41783572,41783283,1240763.0
41824988,41824300,7457236.0
41832706,41832273,4478420.0
41855411,41850142,818341.0
41862674,41640621,2953261.0
41865083,41850142,1031042.0
41868152,41853686,4883718.0
41882979,41880524,544258.0
41733831,41731704,2425123.0
41758227,41757509,1421254.0
41838562,41830058,452090.0
41841846,41837933,269106.0
41903749,41893566,221951.0
41903764,41893566,1490322.0
41765670,41745964,4883718.0
41811770,41795612,194175.0
41902798,41880229,1062217.0
41917911,41914911,11635.0
34526270,34525969,2915097.0
34545332,34526251,2759417.0
34587208,34575783,1171619.0
34594944,34593341,5683783.0
34598179,34534079,2217011.0
34619763,33291874,837173.0
34645755,34593341,4849191.0
34655763,34652782,2862892.0
34664929,34652782,1757145.0
34711034,34230517,2587904.0
34724740,34722107,329660.0
34728680,34722107,5739035.0
34526515,34526251,295962.0
34685801,34676168,4849191.0
34576135,34575783,361100.0
34657227,34637868,752175.0
34727577,34722107,2862892.0
34519871,31031865,884640.0
34553201,34498033,4215791.0
43091929,39361356,2108874.0
43128448,43104831,191389.0
43130626,37715875,6032010.0
43135038,43104831,1556123.0
43140824,43132158,7797657.0
43143487,43142821,7327034.0
43143968,43142821,4265993.0
43151224,43132158,7799943.0
43153293,43151368,1227937.0
43156548,43142821,6413649.0
43165699,43142821,7803650.0
43168425,43142821,7804592.0
43187609,43187101,1153938.0
43224737,43187101,7803650.0
43227291,41174987,1791065.0
43228732,43132158,44512.0
43233621,43228611,4454969.0
43237663,43232660,2152061.0
43239296,42981194,1335354.0
43246902,43246560,1277048.0
43246936,43246560,2575224.0
43247378,43238799,1277048.0
43249081,43246560,5766732.0
43250940,28500066,800883.0
43255037,43252404,2575224.0
43255640,43252404,1277048.0
43281762,43264727,1277048.0
43284591,43282528,7803650.0
43168867,43167750,2277331.0
43171772,43100199,5446671.0
43205307,43179951,1018659.0
43224459,43212533,7803650.0
43285176,43243883,7803650.0
43144691,43100199,7655255.0
43180406,41824300,3111911.0
43199411,43179951,1277048.0
43209063,43208872,301607.0
43295680,43295417,2197837.0
43102959,41881610,1017284.0
43185091,43177818,7347425.0
50927852,38714097,3581466.0
50936614,50935969,1234260.0
50940159,50935415,2692083.0
50940568,50930291,5313728.0
50968693,50965591,1223817.0
50970304,50873541,346629.0
50984325,50971334,4287915.0
50984414,36701111,1620475.0
51009783,50935415,5715934.0
51017403,51017164,4786944.0
51026338,50986816,2045168.0
51026605,51017946,5816337.0
51027449,50986816,3143003.0
51035991,51026313,2692083.0
51036245,51035930,4265824.0
51036656,51035930,1076703.0
51037235,50932766,6935841.0
51043264,51040814,5604676.0
51044658,50552293,3903417.0
51044768,51040814,7959661.0
51061387,51040814,188138.0
51063254,51060417,4151019.0
51066969,50986816,2713776.0
51088766,48784283,2519704.0
51089762,51087521,1645712.0
51093519,51093230,2303202.0
51105783,51099034,5695637.0
51115149,51026313,5715934.0
51123663,51120978,54734.0
51124326,50830715,6465223.0
51126182,51120978,2511885.0
51126311,51122354,2511885.0
51126600,30027545,8295283.0
50971019,50966737,1191070.0
50994814,50989454,1600898.0
51012770,51012725,1383240.0
51018399,51017164,1266756.0
51040968,51035215,348975.0
50968225,50966737,9274514.0
51003159,51000111,5766732.0
51066422,51008734,5715934.0
51081573,50986816,1366533.0
51099288,51099034,2931410.0
51116768,51090375,2801909.0
30890030,29761872,2086.0
30969497,22513893,595943.0
30915091,30915043,364980.0
30915083,30908112,540339.0
30995617,30991404,41968.0
30910936,30908725,2187087.0
30909381,30908112,551263.0
42879270,42462663,7683711.0
42905139,42899966,1270870.0
42927231,42922250,4053652.0
42928771,42928059,1847482.0
42933607,36705199,171121.0
42933650,42899966,7655255.0
42938882,42934172,1284837.0
42962337,38863716,442837.0
42964441,42519116,5704961.0
42982748,42981194,1035228.0
43011321,39622142,5712620.0
43029054,30648096,393896.0
43030546,34439201,2035039.0
43033574,43032883,560902.0
43033669,43032883,7683711.0
43039582,42981194,683327.0
42849284,42846703,4614870.0
42929138,42928059,3003337.0
42958778,42958561,613198.0
42964124,42958561,7731765.0
43034026,43032883,60020.0
43035743,43034203,5823852.0
43058406,43057349,1548513.0
43060666,43055993,1045170.0
43062261,43056426,2863995.0
42850865,42843777,4053652.0
42970000,42969532,281829.0
43022828,43018613,1863627.0
43058478,43058415,1074592.0
42934595,42934172,3528562.0
43018701,43018514,3003337.0
42843710,42822348,640325.0
46498125,46476622,191389.0
46501586,46057423,3114478.0
46502476,34442192,1239122.0
46522273,46521195,3340702.0
46523196,46522304,7570121.0
46523340,46311488,6703530.0
46539990,45998405,6703530.0
46568052,46562115,4795665.0
46569419,46564574,7750824.0
46572280,46571540,303810.0
46582802,46566667,2979749.0
46583333,46581254,2575224.0
46583882,46583498,4519500.0
46591898,44645743,4215925.0
46596788,46583498,6064025.0
46599726,45412334,6051596.0
46612687,46605663,7203016.0
46615875,46615008,1201235.0
46616980,46615008,2575224.0
46618823,46615008,3768367.0
46619515,46514002,7769052.0
46660557,46657234,1331539.0
46661140,46660853,1360584.0
46662171,46660853,2382426.0
46663624,46660853,6747889.0
46669941,46668418,4775534.0
46671668,46668418,7530308.0
46680273,46575898,6550196.0
46477120,46476437,2117651.0
46562303,41024771,2562.0
46576330,46575898,2445864.0
46582515,46581254,2979749.0
46586339,46581254,54734.0
46609308,46600671,1794961.0
46618862,46532286,5639549.0
46658200,46643268,5775247.0
46502806,46471625,0.0
46623257,46623194,2558152.0
46644982,46644740,2799677.0
46587928,46585082,1360584.0
46623319,46623194,303810.0
46682724,46682651,1943849.0
48612735,47793065,2103767.0
48615385,48557437,7803650.0
48617034,48616949,5917104.0
48618204,48271493,1987266.0
48625485,48624757,1193657.0
48639207,48639206,3336921.0
48653152,48616949,7803650.0
48656440,48624757,1987266.0
48662919,38989659,2189445.0
